"id","addtime","cname","ename","spfenlei","keshibu","laiyuan","chandi","nengliang","danbaizhi","zhifang","baohezhifang","fanshizfs","dbbhzfs","duobbhzfs","dangc","tshhw","tang","rutang","sanshiqw","kesxssqw","bsxssqw","jinshuna","weishengshua","weishengshud","weishengshue","weishengshuk","weishengshub1","weishengshub2","weishengshub6","weishengshub12","weishengshuc","yanshuan","yeshuan","fanshuan","shenwushu","danjian","jinshulin","jinshujia","jinshumei","jinshugai","jinshutie","jinshuxin","jinshudian","jinshudxi","jinshutong","jinshufu","jinshumeng","deltae","beitae","aerfae","hulubo","zhifansz","huifen","shuifen","nengliangqk","xqurl"
"1","2025-04-14 18:07:49","结球甘蓝（绿）[圆白菜]","Cabbage(green)","蔬菜类及制品","86","食物成分表2004","中国","51","0.9","0.2",\N,\N,\N,\N,\N,"4",\N,\N,"2.3",\N,\N,"42","2",\N,\N,\N,"0.02","0.02","0.06","0","16","0.24",\N,\N,"1.2",\N,"18","46","14","28","0.2","0.12",\N,"0.3","0.01",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"12","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1995"
"2","2025-04-14 18:07:54","甲鱼[鳖]","Soft-shelled turtle","药食两用食物及其它","70","食物成分表2002","中国","494","17.8","4.3",\N,\N,\N,\N,"101","2.1",\N,\N,\N,\N,\N,"97","139",\N,"1.88",\N,"0.07","0.14",\N,\N,\N,"3.3",\N,\N,\N,\N,"114","196","15","70","2.8","2.31",\N,"15.2","0.12",\N,"0.05",\N,\N,\N,\N,\N,\N,\N,"118","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2243"
"3","2025-04-14 18:07:59","菊花[怀菊花]","Chrysanthemum","药食两用食物及其它","100","食物成分表2002","中国","1013","6","3.3",\N,\N,\N,\N,\N,"63",\N,\N,\N,\N,"15.9","20",\N,\N,"1.61",\N,"0.09","0.51",\N,\N,"1","9.2",\N,\N,\N,\N,"88","132","256","234","78","2.42",\N,"11.1","0.77",\N,"3.47",\N,\N,\N,\N,\N,\N,\N,"242","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2224"
"4","2025-04-14 18:08:04","肉豆蔻","Myristica fragrans","药食两用食物及其它","100","食物成分表2002","中国","1946","8.1","35.2",\N,\N,\N,\N,\N,"43.3",\N,\N,\N,\N,"14.4","26",\N,\N,"5.9",\N,\N,"0.26",\N,\N,\N,\N,\N,\N,\N,\N,"26","61",\N,"42","1.3","1.53",\N,"0.5","1.14",\N,"1.09",\N,\N,\N,\N,\N,\N,\N,"465","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2229"
"5","2025-04-14 18:08:09","乌梅","Fructus mume","药食两用食物及其它","34","食物成分表2002","中国","916","6.8","2.3",\N,\N,\N,\N,\N,"76.6",\N,\N,\N,\N,"33.9","19",\N,\N,"7.12",\N,"0.07","0.54",\N,\N,"4","2.3",\N,\N,\N,\N,"16","161","137","33","0.5","7.65",\N,"1.6","1.17",\N,"0.35",\N,\N,\N,\N,\N,\N,\N,"219","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2233"
"6","2025-04-14 18:08:14","紫苏（鲜）[赤苏，白苏]","Perilla frutescens(fresh)","药食两用食物及其它","76","食物成分表2002","中国","213","3.8","1.3",\N,\N,\N,\N,\N,"9.9",\N,\N,\N,\N,"3.8","3","1232",\N,\N,\N,"0.02","0.35",\N,\N,"24","1.3",\N,\N,\N,\N,"73","435","283","311","8.1","0.92",\N,\N,"0.34",\N,"1.38",\N,\N,\N,\N,\N,\N,\N,"51","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2237"
"7","2025-04-14 18:08:19","茯苓","Poria cocos","药食两用食物及其它","100","食物成分表2002","中国","67","1.2","0.5",\N,\N,\N,\N,\N,"82.6",\N,\N,\N,\N,"80.9","1",\N,\N,\N,\N,\N,"0.12",\N,\N,\N,"0.4",\N,\N,\N,\N,"32","58","8","2","9.4","0.44",\N,"4.6","0.23",\N,"1.39",\N,\N,\N,\N,\N,\N,\N,"16","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2238"
"8","2025-04-14 18:08:24","鸡胸脯肉","Pollo pechuga de pollo","禽肉类及制品","100","食物成分表2009","中国","556","19.4","5","1.6",\N,"2","1.2","82","2.5",\N,\N,\N,\N,\N,"34","16",\N,"0.22",\N,"0.07","0.13",\N,\N,\N,"10.8",\N,\N,\N,\N,"214","338","28","3","0.6","0.51",\N,"10.5","0.06",\N,"0.01",\N,\N,\N,\N,\N,\N,\N,"133","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/497"
"9","2025-04-14 18:08:29","鸡翅","Chicken Wings","禽肉类及制品","69","食物成分表2009","中国","812","17.4","11.8","3.4",\N,"5.5","2.4","113","4.6",\N,\N,\N,\N,\N,"51","68",\N,"0.25",\N,"0.01","0.11",\N,\N,\N,"5.3",\N,\N,\N,\N,"161","205","17","8","1.3","1.12",\N,"11","0.05",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"194","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/501"
"10","2025-04-14 18:08:34","麦瓶草[米瓦罐]","Silene conoidea","蔬菜类及制品","100","食物成分表2009","中国","159","4.5","0.5",\N,\N,\N,\N,\N,"4.4",\N,\N,\N,\N,"1",\N,"693",\N,\N,\N,"0.02","0.27",\N,\N,"49","1.6",\N,\N,\N,\N,"55",\N,\N,"153","4.5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"38","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/502"
"11","2025-04-14 18:08:39","鸡腿","Drumstick","禽肉类及制品","69","食物成分表2009","中国","757","16","13","4.3",\N,"5.1","3.1","162","0",\N,\N,\N,\N,\N,"64","44",\N,"0.03",\N,"0.02","0.14",\N,\N,\N,"6",\N,\N,\N,\N,"172","242","34","6","1.5","1.12",\N,"12.4","0.09",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"181","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/505"
"12","2025-04-14 18:08:44","沙棘","Seabuckthorn","水果类及制品","87","食物成分表2009","中国","503","0.9","1.8",\N,\N,\N,\N,\N,"25.5",\N,\N,\N,\N,"0.8","28","640",\N,"0.01",\N,"0.05","0.21",\N,\N,"204","0.4",\N,\N,\N,\N,"54","359","33","104","8.8","1.16",\N,"2.8","0.56",\N,"0.66",\N,\N,\N,\N,\N,\N,\N,"120","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1130"
"13","2025-04-14 18:08:49","海虾","Shrimp","鱼虾蟹贝类","51","食物成分表2009","中国","331","16.8","0.6","0.1",\N,"0.2","0.1","117","1.5",\N,\N,\N,\N,\N,"302",\N,\N,"2.79",\N,"0.01","0.05",\N,\N,\N,"1.9",\N,\N,\N,\N,"196","228","46","146","3","1.44",\N,"56.4","0.44",\N,"0.11",\N,\N,\N,\N,\N,\N,\N,"79","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1135"
"14","2025-04-14 18:08:54","色拉油","Salad oil","油脂类","100","食物成分表2009","中国","3757",\N,"99.8","13.7",\N,"43","39.3",\N,"0",\N,\N,\N,\N,\N,"5",\N,\N,"24.01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","3","1","18","1.7","0.23",\N,\N,"0.05",\N,"0.01",\N,\N,\N,\N,\N,\N,\N,"898","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1140"
"15","2025-04-14 18:08:59","草莓[洋莓，凤阳草莓]","Strawberry [the blackberry, fengyang strawberry]","水果类及制品","97","食物成分表2009","中国","134","1","0.2",\N,\N,\N,\N,\N,"7.1",\N,\N,\N,\N,"1.1","4","5",\N,"0.71",\N,"0.02","0.03",\N,\N,"47","0.3",\N,\N,\N,\N,"27","131","12","18","1.8","0.14",\N,"0.7","0.04",\N,"0.49",\N,\N,\N,\N,\N,\N,\N,"32","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1142"
"16","2025-04-14 18:09:04","橙","Orange","水果类及制品","74","食物成分表2009","中国","202","0.8","0.2",\N,\N,\N,\N,\N,"11.1",\N,\N,\N,\N,"0.6","1","27",\N,"0.56",\N,"0.05","0.04",\N,\N,"33","0.3",\N,\N,\N,\N,"22","159","14","20","0.4","0.14",\N,"0.3","0.03",\N,"0.05",\N,\N,\N,\N,\N,\N,\N,"48","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1145"
"17","2025-04-14 18:09:09","柑橘（均值）","Citrus","水果类及制品","77","食物成分表2009","中国","215","0.7","0.2",\N,\N,\N,\N,\N,"11.9",\N,\N,\N,\N,"0.4","1","148",\N,"0.92",\N,"0.08","0.04",\N,\N,"28","0.4",\N,\N,\N,\N,"18","154","11","35","0.2","0.08",\N,"0.3","0.04",\N,"0.14",\N,\N,\N,\N,\N,\N,\N,"51","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1148"
"18","2025-04-14 18:09:14","墨鱼丸","Cuttlefish ball","鱼虾蟹贝类","100","食物成分表2004","中国","535","13.4","4.7","1.9",\N,"1.8","0.4","32","8",\N,\N,\N,\N,\N,"825","4",\N,"0.5",\N,"0.01","0.03","0.02",\N,\N,"0.86",\N,\N,\N,\N,"120","275","6","24","0.9","0.98",\N,"13.4","0.14",\N,"0.09",\N,\N,\N,\N,\N,\N,\N,"128","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1150"
"19","2025-04-14 18:09:19","芝麻油[香油]","Sesame oil","油脂类","100","食物成分表2009","中国","3757",\N,"99.7","13.4",\N,"37.6","44.2",\N,"0.2",\N,\N,\N,\N,\N,"1",\N,\N,"68.53",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4",\N,"3","9","2.2","0.17",\N,\N,"0.05",\N,"0.76",\N,\N,\N,\N,\N,\N,\N,"898","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1153"
"20","2025-04-14 18:09:24","桔橘子[宽皮桂]","Orange（Wide leather GUI）","水果类及制品","78","食物成分表2009","中国","184","0.8","0.1",\N,\N,\N,\N,\N,"10.2",\N,\N,\N,\N,"0.5","1","82",\N,"1.22",\N,"0.04","0.03",\N,\N,"35","0.2",\N,\N,\N,\N,"18","128","14","24","0.2","0.13",\N,"0.7","0.11",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"44","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1155"
"21","2025-04-14 18:09:29","金橘[金枣]","Kumquat（Fortunella margarita）","水果类及制品","89","食物成分表2009","中国","242","1","0.2",\N,\N,\N,\N,\N,"13.7",\N,\N,\N,\N,"1.4","3","62",\N,"1.58",\N,"0.04","0.03",\N,\N,"35","0.3",\N,\N,\N,\N,"20","144","20","56","1","0.21",\N,"0.6","0.07",\N,"0.25",\N,\N,\N,\N,\N,\N,\N,"58","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1159"
"22","2025-04-14 18:09:34","猪肺","Pig lung","畜肉类及制品","97","食物成分表2009","中国","351","12.2","3.9","1.5",\N,"1.5","0.4","290","0.1",\N,\N,\N,\N,\N,"81","10",\N,"0.45",\N,"0.04","0.18",\N,\N,\N,"1.8",\N,\N,\N,\N,"165","210","10","6","5.3","1.21",\N,"10.8","0.08",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"84","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1565"
"23","2025-04-14 18:09:39","猪肝","Pig liver","畜肉类及制品","99","食物成分表2009","中国","540","19.3","3.5","1.1",\N,"0.7","0.7","288","5",\N,\N,\N,\N,\N,"69","4972",\N,"0.86",\N,"0.21","2.08",\N,\N,"20","15",\N,\N,\N,\N,"310","235","24","6","22.6","5.78",\N,"19.2","0.65",\N,"0.26",\N,\N,\N,\N,\N,\N,\N,"129","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1569"
"24","2025-04-14 18:09:44","猪脑","Pig brain","畜肉类及制品","100","食物成分表2009","中国","548","10.8","9.8","2.4",\N,"2.7","0.4","2571","0",\N,\N,\N,\N,\N,"131",\N,\N,"0.96",\N,"0.11","0.19",\N,\N,\N,"2.8",\N,\N,\N,\N,"294","259","10","30","1.9","0.99",\N,"12.6","0.32",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"131","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1574"
"25","2025-04-14 18:09:49","奶油蛋糕","Cream cake","小吃、甜饼","100","食物成分表2009","中国","1584","7.2","13.9","4.2",\N,"3.7","1.4","161","56.5",\N,\N,\N,\N,"0.6","81","175",\N,"3.31",\N,"0.13","0.11",\N,\N,\N,"1.4",\N,\N,\N,\N,"90","67","19","38","2.3","1.88",\N,"8.1","0.17",\N,"1.19",\N,\N,\N,\N,\N,\N,\N,"379","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1575"
"26","2025-04-14 18:09:54","猪舌[猪口条]","Pork tongue","畜肉类及制品","94","食物成分表2009","中国","975","15.7","18.1","6.2",\N,"8.1","2","158","1.7",\N,\N,\N,\N,\N,"79","15",\N,"0.73",\N,"0.13","0.3",\N,\N,\N,"4.6",\N,\N,\N,\N,"163","216","14","13","2.8","2.12",\N,"11.7","0.18",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"233","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1582"
"27","2025-04-14 18:09:59","葡萄酒（均值）","Wine（average）","含酒精饮料","100","食物成分表2009","中国","301","0.1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,\N,\N,\N,"0.02","0.03",\N,\N,\N,\N,\N,\N,\N,\N,"3","33","5","21","0.6","0.08",\N,"0.1","0.05",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"72","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1598"
"28","2025-04-14 18:10:04","猪心","Pig heart","畜肉类及制品","97","食物成分表2009","中国","498","16.6","5.3","1.7",\N,"1.6","0.9","151","1.1",\N,\N,\N,\N,\N,"71","13",\N,"0.74",\N,"0.19","0.48",\N,\N,"4","6.8",\N,\N,\N,\N,"189","260","17","12","4.3","1.9",\N,"14.9","0.37",\N,"0.05",\N,\N,\N,\N,\N,\N,\N,"119","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1601"
"29","2025-04-14 18:10:09","白葡萄酒","White wine","含酒精饮料","100","食物成分表2009","中国","276","0.1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,\N,\N,\N,"0.01","0.04",\N,\N,\N,\N,\N,\N,\N,\N,"2","35","3","18","2","0.02",\N,"0.1","0.06",\N,"0.01",\N,\N,\N,\N,\N,\N,\N,"66","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1602"
"30","2025-04-14 18:10:14","玉米片","Corn flakes","小吃、甜饼","100","食物成分表2004","中国","1528","7","0.8",\N,\N,\N,\N,"0","86",\N,\N,"3.5",\N,\N,"725","537",\N,\N,\N,"1.3","1.53","1.8","5.4","22","17.9","365",\N,\N,\N,"50","90","11","7","30","0.27",\N,"8.3","0.07",\N,"0.16",\N,\N,\N,\N,\N,\N,\N,"365","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1605"
"31","2025-04-14 18:10:19","猪血","Pork blood","畜肉类及制品","100","食物成分表2009","中国","230","12.2","0.3","0.1",\N,"0.1","0","51","0.9",\N,\N,\N,\N,\N,"56",\N,\N,"0.2",\N,"0.03","0.04",\N,\N,\N,"0.3",\N,\N,\N,\N,"16","56","5","4","8.7","0.28",\N,"7.9","0.1",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"55","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1606"
"32","2025-04-14 18:10:24","玉米片（低钠）","Corn flakes(low sodium)","速食食品","100","食物成分表2004","中国","1608","7.7","0.3",\N,\N,\N,\N,"0","88.8",\N,\N,"1.1",\N,\N,"10","10",\N,\N,\N,"0.01","0.18","0.06","0","0","0.42","33",\N,\N,\N,"49","73","13","43","2.2","0.27",\N,"5.1","0.09",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"384","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1609"
"33","2025-04-14 18:10:29","叉烧肉","Roast pork fillet","畜肉类及制品","100","食物成分表2009","中国","1167","23.8","16.9","5.1",\N,"8.8","1.7","68","7.9",\N,\N,\N,\N,\N,"819","16",\N,"0.68",\N,"0.66","0.23",\N,\N,\N,"7",\N,\N,\N,\N,"218","430","28","8","2.6","2.42",\N,"8.4","0.1",\N,"0.2",\N,\N,\N,\N,\N,\N,\N,"279","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1610"
"34","2025-04-14 18:10:34","蛋黄酥","Egg-Yolk Puff","小吃、甜饼","100","食物成分表2009","中国","1623","11.7","3.9",\N,\N,\N,\N,\N,"76.9",\N,\N,\N,\N,"0.8","100","33",\N,"1.08",\N,"0.15","0.04",\N,\N,\N,"4.2",\N,\N,\N,\N,"181","105","38","47","3","1.46",\N,"11.7","0.53",\N,"0.64",\N,\N,\N,\N,\N,\N,\N,"388","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1618"
"35","2025-04-14 18:10:39","蚕豆（煮）","Broad bean(boiled)","干豆类及制品","100","食物成分表2004","中国","259","4.8","0.5",\N,\N,\N,\N,"0","10.1",\N,\N,"3.6",\N,\N,"41","14",\N,\N,\N,"0.13","0.09","0.03","0","19.8","1.2","58",\N,\N,\N,"73","193","31","18","1.5","0.47",\N,"1","0.06",\N,"0.26",\N,\N,\N,\N,\N,\N,\N,"62","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1902"
"36","2025-04-14 18:10:44","四季豆[菜豆，芸豆]","Kidney bean","蔬菜类及制品","96","食物成分表2004","中国","63","2","0.2",\N,\N,\N,\N,\N,"6",\N,\N,"4.7",\N,\N,"4","16",\N,\N,\N,"0.02","0.05","0.05","0",\N,"0.26","28",\N,"2.6",\N,"47","196","27","43","0.6","0.33",\N,"0","0.05",\N,"0.26",\N,\N,\N,\N,\N,\N,\N,"15","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1936"
"37","2025-04-14 18:10:49","藿香","Agastache","药食两用食物及其它","100","食物成分表2002","中国","791","10.5","5",\N,\N,\N,\N,\N,"63.1",\N,\N,\N,\N,"37.6","46",\N,\N,\N,\N,"0.05","0.54",\N,\N,"1","3.5",\N,\N,\N,\N,"183","47","264","436","7.4","2.12",\N,"1.1","2.22",\N,"38.6",\N,\N,\N,\N,\N,\N,\N,"189","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2239"
"38","2025-04-14 18:10:54","藿香叶（鲜）[兜娄婆香]","Agastache leaf(fresh)","药食两用食物及其它","100","食物成分表2002","中国","372","8.6","1.7",\N,\N,\N,\N,\N,"13.7",\N,\N,\N,\N,"3.8",\N,"1063",\N,\N,\N,"0.1","0.38",\N,\N,"23","1.2",\N,\N,\N,\N,"104",\N,\N,"580","28.5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"89","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2241"
"39","2025-04-14 18:10:59","枸杞子","Fructus lycii","药食两用食物及其它","98","食物成分表2002","中国","1079","13.9","1.5",\N,\N,\N,\N,\N,"64.1",\N,\N,\N,\N,"16.9","252","1625",\N,"1.86",\N,"0.35","0.46",\N,\N,"48","4",\N,\N,\N,\N,"209","434","96","60","5.4","1.48",\N,"13.2","0.98",\N,"0.87",\N,\N,\N,\N,\N,\N,\N,"258","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2242"
"40","2025-04-14 18:11:04","咖啡伴侣","Coffee-mate","饮料类","100","食物成分表2004","中国","2318","2.7","34.9",\N,\N,\N,\N,\N,"57.3",\N,\N,\N,\N,\N,"200","33",\N,"0",\N,"0","1","0","0","0","0","0",\N,\N,\N,"350","900",\N,"4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"554","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2018"
"41","2025-04-14 18:12:54","苤蓝[玉蔓菁，球茎甘蓝]","Kohlrabi（Jade tendril Kim）","蔬菜类及制品","78","食物成分表2009","中国","136","1.3","0.2",\N,\N,\N,\N,\N,"7",\N,\N,\N,\N,"1.3","30","3",\N,"0.13",\N,"0.04","0.02",\N,\N,"41","0.5",\N,\N,\N,\N,"46","190","24","25","0.3","0.17",\N,"0.2","0.02",\N,"0.11",\N,\N,\N,\N,\N,\N,\N,"32","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/273"
"42","2025-04-14 18:12:59","杏仁（熟，去壳）","Almond（Ripe, shell）","坚果、种子类","100","食物成分表2004","广东","2530","28","54.4","4.8",\N,"36","11.2","0","11.1",\N,\N,"10.3",\N,\N,"342",\N,\N,"27.17",\N,"0.09","0.52","0.15",\N,\N,"2.77","11",\N,"49","29.3","341","693","277","174","5.3","3.72","8.4","1.7","1.43",\N,"2.45",\N,\N,\N,\N,\N,\N,\N,"605","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/503"
"43","2025-04-14 18:13:05","粟米油[玉米胚芽油]","Corn oil（Corn Plumule Oil）","油脂类","100","食物成分表2004","广东","3766","0","100","13.3",\N,"27.2","55.3",\N,"0",\N,\N,"0",\N,\N,"4",\N,\N,"56.58",\N,\N,\N,"0","0","0",\N,"0",\N,\N,\N,\N,"0",\N,"0","0.3","0.22",\N,\N,"0.06",\N,\N,\N,\N,\N,\N,\N,\N,\N,"900","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2120"
"44","2025-04-14 18:13:09","田鸡[青蛙]","Frog","药食两用食物及其它","37","食物成分表2002","广东","389","20.5","1.2",\N,\N,\N,\N,"40","0",\N,\N,\N,\N,\N,"12","7",\N,"0.55",\N,"0.26","0.28",\N,\N,\N,"9",\N,\N,\N,\N,"200","280","20","127","1.5","1.15",\N,"16.1","0.05",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"93","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2244"
"45","2025-04-14 18:13:14","过树榕蛇","Indo-Chinese rat snake","药食两用食物及其它","31","食物成分表2002","广东","314","13.7","0.2",\N,\N,\N,\N,"57","4.5",\N,\N,\N,\N,\N,"91",\N,\N,"0.35",\N,"0.01","0.1",\N,\N,\N,"7.2",\N,\N,\N,\N,"100","284","17","16","0.9","0.71",\N,"6.7","0.13",\N,\N,\N,\N,\N,\N,\N,\N,\N,"75","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2249"
"46","2025-04-14 18:13:19","三索线蛇","Elaphe radiata","药食两用食物及其它","27","食物成分表2002","广东","318","11.8","0.1",\N,\N,\N,\N,"50","6.9",\N,\N,\N,\N,\N,"104",\N,\N,"0.57",\N,"0.02","0.08",\N,\N,\N,"3.9",\N,\N,\N,\N,"94","210","20","41","2.2","4.7",\N,"3.1","0.12",\N,"0.02",\N,\N,\N,\N,\N,\N,\N,"76","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2251"
"47","2025-04-14 18:13:24","水蛇","Water snake","药食两用食物及其它","22","食物成分表2002","广东","377","14.4","1",\N,\N,\N,\N,"80","5.9",\N,\N,\N,\N,\N,"86","32",\N,"0.53",\N,"0.12","0.34",\N,\N,\N,"9.1",\N,\N,\N,\N,"92","189","16","57","1.5","2.55",\N,"32.4","0.06",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"90","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2252"
"48","2025-04-14 18:13:29","中国鲎[水鳖子]","Tachypleus tridentatus","药食两用食物及其它","68","食物成分表2002","福州","264","10.3","1.5",\N,\N,\N,\N,"160","2.1",\N,\N,\N,\N,\N,"396","4",\N,"2.3",\N,"0.08","0.46",\N,\N,\N,"1.9",\N,\N,\N,\N,"114","125","70","38","1.8","6.3",\N,"113.5","0.25",\N,"0.23",\N,\N,\N,\N,\N,\N,\N,"63","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2246"
"49","2025-04-14 18:13:34","锦蛇","Elaphe","药食两用食物及其它","78","食物成分表2002","福州","393","20.3","0.7",\N,\N,\N,\N,"90","1.6",\N,\N,\N,\N,\N,"68","4",\N,"0.2",\N,"0.12","0.12",\N,\N,\N,"1",\N,\N,\N,\N,"10","357","52","18","2.5","3.8",\N,"10.8","0.06",\N,"0.06",\N,\N,\N,\N,\N,\N,\N,"94","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2250"
"50","2025-04-14 18:13:39","东方对虾[中国对虾]","Oriental prawns","鱼虾蟹贝类","67","食物成分表2009","福建","351","18.3","0.5","0.2",\N,"0.1","0.1","183","1.6",\N,\N,\N,\N,\N,"134","87",\N,"3.92",\N,"0.02","0.11",\N,\N,\N,"0.9",\N,\N,\N,\N,"253","217","37","35","1","1.14",\N,"19.1","0.5",\N,"0.08",\N,\N,\N,\N,\N,\N,\N,"84","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1128"
"51","2025-04-14 18:13:45","芦柑","Mandarin Orange","水果类及制品","77","食物成分表2009","福建","185","0.6","0.2",\N,\N,\N,\N,\N,"10.3",\N,\N,\N,\N,"0.6",\N,"87",\N,\N,\N,"0.02","0.03",\N,\N,"19","0.2",\N,\N,\N,\N,"25","54","45","45","1.3","0.1",\N,"0.1","0.1",\N,"0.03",\N,\N,\N,\N,\N,\N,\N,"44","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1163"
"52","2025-04-14 18:13:49","八宝粥（同茂牌）","Mixed Congee(Tongmao brand)","速食食品","100","食物成分表2004","福建","193","1.3","0.2",\N,\N,\N,\N,\N,"10.2",\N,\N,"0.4",\N,\N,"9",\N,\N,"0.26",\N,"0.01","0.01",\N,\N,\N,"0.2","5",\N,"1.5","12.5","16","173","3","2","1.3","0.33","0.7","0.1","0.06",\N,"0.16",\N,\N,\N,\N,\N,\N,\N,"46","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1566"
"53","2025-04-14 18:13:54","面条（标准粉，切面）","Noodles","谷类及制品","100","食物成分表2009","北京","1186","8.5","1.6",\N,\N,\N,\N,\N,"59.5",\N,\N,\N,\N,"1.5","3",\N,\N,"0.47",\N,"0.35","0.1",\N,\N,\N,"3.1",\N,\N,\N,\N,"142","161","61","13","2.6","1.07",\N,"0.4","0.2",\N,"1.35",\N,\N,\N,\N,\N,\N,\N,"283","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/94"
