"id","addtime","cname","ename","spfenlei","keshibu","laiyuan","chandi","nengliang","danbaizhi","zhifang","baohezhifang","fanshizfs","dbbhzfs","duobbhzfs","dangc","tshhw","tang","rutang","sanshiqw","kesxssqw","bsxssqw","jinshuna","weishengshua","weishengshud","weishengshue","weishengshuk","weishengshub1","weishengshub2","weishengshub6","weishengshub12","weishengshuc","yanshuan","yeshuan","fanshuan","shenwushu","danjian","jinshulin","jinshujia","jinshumei","jinshugai","jinshutie","jinshuxin","jinshudian","jinshudxi","jinshutong","jinshufu","jinshumeng","deltae","beitae","aerfae","hulubo","zhifansz","huifen","shuifen","nengliangqk","xqurl"
"2318","2025-04-14 23:22:08","鳄鱼蛋","Egg, crocodile, whole","蛋类及制品","100","泰国公共卫生部","泰国","536","11.2","8.3",\N,\N,\N,\N,\N,"2.2",\N,\N,\N,\N,\N,\N,"6",\N,\N,\N,"0.04","0.35",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.3","77","128","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22668"
"2319","2025-04-14 23:22:13","有机鸡蛋黄","Egg yolk organic","蛋类及制品","100","瑞典食品局","瑞典","1367","16.2","29.2","8.3","0","11.4","4.4","1137","0.6",\N,\N,"0",\N,\N,"57","771","3.9","17.8","62","0.21","0.56","0.25","6.13","0","0","247",\N,\N,\N,"513","109","12","144","3.3","3.23","120","58.6",\N,\N,\N,\N,\N,\N,\N,"24","2.3","49","327","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22175"
"2320","2025-04-14 23:22:18","鸡蛋白","Egg white","蛋类及制品","100","瑞典食品局","瑞典","172","10.1","0","0","0","0","0","0","0",\N,\N,"0",\N,\N,"152","0","0","0",\N,"0","0.45","0","0.1","0","0.1","3",\N,\N,\N,"11","137","9","11","0","0",\N,"20",\N,\N,\N,\N,\N,\N,\N,"0","0.6","89","41","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19849"
"2321","2025-04-14 23:22:23","鸡蛋（炒，加牛奶）","Eggs, chicken, scrambled, with milk","蛋类及制品","100","英国食品标准局","英国","1062","10.9","23.4","11.6","0.6","7.3","1.9","361","0.7","0.7","0.7","0",\N,\N,"222","337","1.6","1.23",\N,"0.07","0.35","0.09","2.2",\N,"0.1","30",\N,"16.9",\N,"182","137","12","67","1.6","1.1","54","9","0.07",\N,\N,\N,\N,\N,"104",\N,\N,"63","257","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/15437"
"2322","2025-04-14 23:22:28","培根煎蛋卷","Omelette with bacon","蛋类及制品","100","法国食品卫生安全局","法国","1090","12.5","23.5","6.8",\N,"6.1","2.8","270","0.7","0.7",\N,"0",\N,\N,"392","132","1.1","0.99",\N,"0.21","0.29","0.14","0.9","0","1.13","26","0.95",\N,\N,"157","184","12","48","1.4","0.99","36.3","11.2","0.03",\N,"0.02",\N,\N,\N,\N,\N,\N,"61","264","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23092"
"2323","2025-04-14 23:22:33","鸡蛋（煎制，加盐）","Egg, fried, salted","蛋类及制品","100","法国食品卫生安全局","法国","849","12.7","16","3.9",\N,"6.5","2.4","334","2.4","0.4",\N,"0",\N,\N,"144","98","0.6","3.06",\N,"0.06","0.41","0.15","1.08","0","0.07","63","1.27",\N,\N,"134","141","10","57","2.2","0.87","58.4","18.5","0.05",\N,"0.03",\N,\N,\N,\N,\N,\N,"68","205","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23086"
"2324","2025-04-14 23:22:38","鸭蛋","Duck egg, whole","蛋类及制品","100","泰国公共卫生部","泰国","778","12.3","14.3",\N,\N,\N,\N,\N,"2.1",\N,\N,\N,\N,\N,\N,"296",\N,\N,\N,"0.28","0.28",\N,\N,"0","0.3",\N,\N,\N,\N,"214",\N,\N,"156","0.9",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.1","70","186","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22669"
"2325","2025-04-14 23:22:43","有机鸡蛋（炸）","Egg organic fried","蛋类及制品","100","瑞典食品局","瑞典","844","12.2","17","3.6","0","8.1","3.5","384","0.4",\N,\N,"0",\N,\N,"858","311","2.2","7.23","25","0.07","0.41","0.08","1.82","0","0","58",\N,\N,\N,"189","136","12","56","2","1.31","131","26.9",\N,\N,\N,\N,\N,\N,\N,"15","2.7","68","202","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22209"
"2326","2025-04-14 23:22:48","炸鸡蛋（传统式）","Egg fried conventional","蛋类及制品","100","瑞典食品局","瑞典","842","12.3","16.9","3.4","0","8.2","3.5","342","0.4",\N,\N,"0",\N,\N,"189","297","2.2","6.99","30","0.08","0.41","0.08","1.26","0","0","60",\N,\N,\N,"185","132","12","52","1.7","1.32","29","22.8",\N,\N,\N,\N,\N,\N,\N,"15","1","70","201","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19863"
"2327","2025-04-14 23:22:53","药草煎蛋卷","Omelette with herbs","蛋类及制品","100","法国食品卫生安全局","法国","593","9.5","11.2","4.2",\N,"4.1","2.3","300","0.8","0.8",\N,"0.6",\N,\N,"172","160","1.4","1.3",\N,"0.07","0.33","0.12","0.97","14.4","0.2","56","1.06",\N,\N,"156","188","15","86","1.8","0.92","43","11.6","0.04",\N,"0.19",\N,\N,\N,\N,\N,\N,"76","143","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23094"
"2328","2025-04-14 23:22:58","鸡蛋（生）","Egg, whole, raw","蛋类及制品","100","法国食品卫生安全局","法国","602","12.3","10.3","2.7",\N,"3.9","1.8","355","0.7","0.7",\N,"0",\N,\N,"128","193","1.5","1.3",\N,"0.09","0.45","0.14","0.8","0","0.08","43","1.7",\N,\N,"185","111","11","69","1.8","1.05","44.3","23.1","0.06",\N,"0.03",\N,\N,\N,\N,\N,\N,"76","145","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23091"
"2329","2025-04-14 23:23:03","鸡蛋（不加油煎制）","Egg, fried without fat","蛋类及制品","100","法国食品卫生安全局","法国","611","13.8","9.7","3.2",\N,"4.8","1.4","736","1",\N,\N,"0",\N,\N,"159","115","0.7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.6",\N,"54.5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"75","147","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23085"
"2330","2025-04-14 23:23:08","火鸡蛋（新鲜，生的）","Egg, turkey, whole, fresh, raw","蛋类及制品","100","美国营养素实验室","美国","715","13.7","11.9","3.6",\N,"1.7","4.6","933","1.1",\N,\N,"0",\N,\N,"151","166",\N,\N,\N,"0.11","0.47","0.13","1.69","0","0.02","71",\N,\N,\N,"170","142","13","99","4.1","1.58",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"171","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2439"
"2331","2025-04-14 23:23:14","鹅蛋","Goose egg","蛋类及制品","87","食物成分表2009","中国","820","11.1","15.6","4.5",\N,"7.2","1","704","2.8",\N,\N,\N,\N,\N,"91","192",\N,"4.5",\N,"0.08","0.3",\N,\N,\N,"0.4",\N,\N,\N,\N,"130","74","12","34","4.1","1.43",\N,"27.2","0.09",\N,"0.04",\N,\N,\N,\N,\N,\N,\N,"196","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/884"
"2332","2025-04-14 23:23:18","鸡蛋黄","Egg yolk","蛋类及制品","100","食物成分表2009","中国","1372","15.2","28.2",\N,\N,\N,\N,"1510","3.4",\N,\N,\N,\N,\N,"55","438",\N,"5.06",\N,"0.33","0.29",\N,\N,\N,"0.1",\N,\N,\N,\N,"240","95","41","112","6.5","3.79",\N,"27","0.28",\N,"0.06",\N,\N,\N,\N,\N,\N,\N,"328","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/855"
"2333","2025-04-14 23:23:23","蛋黄（熟）","Egg yolk, cooked","蛋类及制品","100","法国食品卫生安全局","法国","1400","16.5","30.1","8.5",\N,"13.7","4.1","612","0.6","0.6",\N,"0",\N,\N,"14","263","2.1","5",\N,"0.17","0.39","0.3","2.43","0","0.16","244","4.54",\N,\N,"121","59","5","76","1","1.4","192","764","0.15",\N,"0.1",\N,\N,\N,\N,\N,\N,"50","339","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23083"
"2334","2025-04-14 23:23:28","荷包蛋（煮）","Poached egg（cooked）","蛋类及制品","100","食物成分表2004","中国","686","12.3","11.7",\N,\N,\N,\N,\N,"0.2",\N,\N,"0",\N,\N,"110","160",\N,\N,\N,"0.06","0.4",\N,\N,"0","0.1",\N,\N,\N,\N,"200","100",\N,"55","2.2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"164","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/994"
"2335","2025-04-14 23:23:33","咸鸭蛋","Salted duck egg","蛋类及制品","88","食物成分表2009","中国","795","12.7","12.7","3.7",\N,"5.4","1.1","647","6.3",\N,\N,\N,\N,\N,"2706","134",\N,"6.25",\N,"0.16","0.33",\N,\N,\N,"0.1",\N,\N,\N,\N,"231","184","30","118","3.6","1.74",\N,"24","0.14",\N,"0.1",\N,\N,\N,\N,\N,\N,\N,"190","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/881"
"2336","2025-04-14 23:23:38","鸡蛋白","Hen egg albumen","蛋类及制品","100","食物成分表2009","中国","251","11.6","0.1",\N,\N,\N,\N,\N,"3.1",\N,\N,\N,\N,\N,"79",\N,\N,"0.01",\N,"0.04","0.31",\N,\N,\N,"0.2",\N,\N,\N,\N,"18","132","15","9","1.6","0.02",\N,"7","0.05",\N,"0.02",\N,\N,\N,\N,\N,\N,\N,"60","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/850"
"2337","2025-04-14 23:23:43","鸡蛋黄","Egg yolk","蛋类及制品","100","瑞典食品局","瑞典","1334","15.6","28.6","7.6","0","11.7","4.3","992","0.6",\N,\N,"0",\N,\N,"65","703","3.8","16.7","81","0.23","0.57","0.23","3.88","0","0","241",\N,\N,\N,"522","108","14","141","3.1","3.37","76","58.6",\N,\N,\N,\N,\N,\N,\N,"24","2.3","49","319","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19846"
"2338","2025-04-14 23:23:48","母鸡蛋","Egg, hen, whole","蛋类及制品","100","泰国公共卫生部","泰国","669","12.3","11.7",\N,\N,\N,\N,\N,"1.4",\N,\N,\N,\N,\N,\N,"272",\N,\N,\N,"0.15","0.35",\N,\N,"0","0.4",\N,\N,\N,\N,"204",\N,\N,"126","1.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.1","74","160","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22665"
"2339","2025-04-14 23:23:53","鹌鹑蛋","Egg, quail, whole","蛋类及制品","100","泰国公共卫生部","泰国","715","13.3","12",\N,\N,\N,\N,\N,"2.4",\N,\N,\N,\N,\N,\N,"143",\N,\N,\N,"0.06","0.71",\N,\N,\N,"1",\N,\N,\N,\N,"167",\N,\N,"153","3.5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.1","71","171","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22672"
"2340","2025-04-14 23:23:58","炒鸡蛋","Egg, scrambled","蛋类及制品","100","法国食品卫生安全局","法国","849","13.8","16.2","6.6",\N,"6","1.5","426","0.9","0.9",\N,"0",\N,\N,"224","237","1.7","1.06",\N,"0.08","0.52","0.13","1.44","1.7","0.21","43","1.11",\N,\N,"242","147","14","57","2.6","1.66","52","22.5","0.07",\N,"0.04",\N,\N,\N,\N,\N,\N,"67","204","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/23089"
"2341","2025-04-14 23:24:03","日本鹌鹑蛋（全卵，生）","Whole, raw","蛋类及制品","100","日本文部科学省","日本","749","12.6","13.1","3.9",\N,"4.7","1.6","470","0.3",\N,\N,"0","0","0","130","350","2.5","1.3","15","0.14","0.72","0.13","4.7","0","0.1","91","0.98",\N,\N,"220","150","11","60","3.1","1.8",\N,\N,"0.11",\N,"0.03","0","0.4","0.9","9","10","1.1","73","179","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19096"
"2342","2025-04-14 23:24:08","烤鸡蛋（自制）","Baked eggs home-made","蛋类及制品","100","瑞典食品局","瑞典","476","7.2","7.2","3",\N,"2.8","0.7","200","5.1",\N,\N,"0",\N,\N,"285","90","0.7","0.1",\N,"0.06","0.37","0.09","1","0","0.1","29",\N,\N,\N,"158","185","14","107","0.7","0.8",\N,"10",\N,\N,\N,\N,\N,\N,\N,"7","1.5","79","114","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19850"
"2343","2025-04-14 23:24:13","母鸡蛋","Egg, hen, whole","蛋类及制品","100","泰国公共卫生部","泰国","669","12.3","11.7",\N,\N,\N,\N,\N,"1.4",\N,\N,\N,\N,\N,\N,"272",\N,\N,\N,"0.15","0.35",\N,\N,"0","0.4",\N,\N,\N,\N,"204",\N,\N,"126","1.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.1","74","160","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/22665"
"2344","2025-04-14 23:24:18","日本鹌鹑蛋（水煮，罐装，盐水浸）","Boiled and canned in brine","蛋类及制品","100","日本文部科学省","日本","761","11","14.1","4.2",\N,"5.4","1.8","490","0.6",\N,\N,"0","0","0","210","480","2.6","2","21","0.03","0.33","0.05","3.3","0","0","47","0.53",\N,\N,"160","28","8","47","2.8","1.8",\N,\N,"0.13",\N,"0.02","0","0.4","1.6",\N,"11","1","73","182","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19100"
"2345","2025-04-14 23:24:23","鸡蛋黄（水煮）","Boiled","蛋类及制品","100","日本文部科学省","日本","1615","16.7","33.3","9",\N,"11.8","5.4","1400","0.2",\N,\N,"0","0","0","46","440","5.9","5.7","38","0.19","0.51","0.24","2.9","0","0","110","4.08",\N,\N,"570","90","13","150","5.9","4.2",\N,\N,"0.22",\N,"0.08","0.1","2.2","3.4","9","26","1.8","48","386","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19126"
"2346","2025-04-14 23:24:28","厚烧玉子","Atsuyakitamago","蛋类及制品","100","日本文部科学省","日本","632","10.8","9.1","2.4",\N,"3.3","1.7","350","6.4",\N,\N,"0","0","0","440","110","0.6","1.9","11","0.05","0.33","0.07","0.8","0","0.4","31","1.15",\N,\N,"160","130","11","44","1.5","1.1",\N,\N,"0.07",\N,"0.02","0.1","0.9","0.9","2","7","1.8","72","151","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/19148"
"2347","2025-04-14 23:24:33","蛋奶酥（芝士）","Souffle, cheese","蛋类及制品","100","英国食品标准局","英国","1065","11.4","19.6","7.7","1","6.2","4.1","163","9.2","2.3","2.1","0.3",\N,\N,"435","219","1.4","3.46",\N,"0.06","0.3","0.08","1.7","1","0.3","14",\N,"9.2",\N,"215","145","17","220","1","1.4","40","6","0.05",\N,"0.06",\N,\N,\N,"65",\N,\N,"58","256","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/15440"
"2348","2025-04-14 23:24:38","火鸡蛋（全蛋，生）","Eggs, turkey, whole, raw","蛋类及制品","100","英国食品标准局","英国","684","13.7","12.2","3.7",\N,"4.7","1.4","680",\N,\N,"0","0",\N,\N,\N,\N,\N,\N,\N,"0.11","0.47",\N,\N,"0","0",\N,\N,\N,\N,"170",\N,\N,"99","4.1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"73","165","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/15459"
"2349","2025-04-14 23:24:43","柴鸡蛋（全蛋，生）","Eggs, chicken, whole, free-range, raw","蛋类及制品","100","英国食品标准局","英国","596","12.4","10.9","2.9",\N,"4.9","1.2","390",\N,\N,"0","0",\N,\N,"140","190","1.8","1.11",\N,"0.09","0.45","0.12","2.7","0","0.1","49",\N,"20",\N,"200","130","11","56","1.7","1.3","53","11","0.08",\N,\N,\N,\N,\N,\N,\N,\N,"75","143","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/15485"
"2350","2025-04-14 23:24:48","鸡蛋（整个，用花生油煎炸）","Egg, chicken, whole, fried In peanut oil","蛋类及制品","100","澳新食品安全局","澳新","1039","16.2","20.5","4.8",\N,"8.8","4.4","506","0.3","0.3",\N,"0",\N,\N,"146","200","0.8","3.39",\N,"0.1","0.38",\N,\N,"0","4.74","58",\N,\N,\N,"236","153","8","69","2","1.3","40",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"61","248","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/13656"
"2351","2025-04-14 23:24:53","鸡蛋（整个，熟，均值）","Egg, chicken, whole, cooked, not further specified","蛋类及制品","100","澳新食品安全局","澳新","742","13.5","13.7","4.2",\N,"5.4","2.1","413","0.3","0.3",\N,"0",\N,\N,"112","175","0.7","2.66",\N,"0.08","0.39",\N,\N,"0","3.85","49",\N,\N,\N,"176","124","9","55","1.7","1.13","36.7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"71","177","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/13668"
"2352","2025-04-14 23:24:58","煎蛋卷（鸡蛋，添加芝士，用脂肪烹饪）","Omelette, chicken egg, added cheese, cooked with fat","蛋类及制品","100","澳新食品安全局","澳新","804","13","15.6","7.2",\N,"5.1","1.6","286","0.3","0.3",\N,"0",\N,\N,"326","192","1.2","1.83",\N,"0.04","0.32",\N,\N,"0","3.48","33",\N,\N,\N,"176","95","11","130","1.1","1.37","28.6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"69","192","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/13682"
"2353","2025-04-14 23:25:03","蛋黄（生的，冷冻）","Egg, yolk, raw, frozen","蛋类及制品","100","美国营养素实验室","美国","1267","15.5","25.6","7.8",\N,"3.6","9.7","945","1.1","0.5",\N,"0",\N,\N,"67","367","5.2","2.49","0.7","0.16","0.52","0.34","1.82","0","0.05","116",\N,\N,\N,"417","118","9","138","3.3","2.88",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"303","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2406"
"2354","2025-04-14 23:25:08","全鸭蛋（新鲜，生的）","Egg, duck, whole, fresh, raw","蛋类及制品","100","美国营养素实验室","美国","774","12.8","13.8","3.7",\N,"1.2","6.5","884","1.5","0.9",\N,"0",\N,\N,"146","194","1.7","1.34","0.4","0.16","0.4","0.25","5.4","0","0.2","80",\N,\N,\N,"220","222","17","64","3.8","1.41",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"185","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2432"
"2355","2025-04-14 23:25:13","蛋白（干的）","Egg, white, dried","蛋类及制品","100","美国营养素实验室","美国","1598","81.1","0","0",\N,"0","0","0","7.8","5.4",\N,"0",\N,\N,"1280","0",\N,"0","0","0","2.53","0.04","0.18","0","0.87","18",\N,\N,\N,"111","1125","88","62","0.2","0.1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"382","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2488"
"2356","2025-04-14 23:25:18","海鸭蛋","Sea duck","蛋类及制品","87","食物成分表2004","广西","1015","12.7","13.8","3.9",\N,"7.3","0.2",\N,"16.9",\N,\N,"0","0","0","105",\N,\N,"1.66",\N,"0.13","0.4","0.02",\N,"0",\N,"90",\N,\N,"183.3","6","119","1","118","3.1","0.25","45.7","41.5","0.02",\N,"0.06",\N,\N,\N,\N,\N,\N,\N,"243","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/997"
"2357","2025-04-14 23:25:23","鸭蛋白","Duck protein","蛋类及制品","100","食物成分表2009","河北","197","9.9",\N,\N,\N,\N,\N,\N,"1.8",\N,\N,\N,\N,\N,"71","23",\N,"0.16",\N,"0.01","0.07",\N,\N,\N,"0.1",\N,\N,\N,\N,\N,"84","21","18","0.1",\N,\N,"4","0.08",\N,\N,\N,\N,\N,\N,\N,\N,\N,"47","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/873"
"2358","2025-04-14 23:28:02","墨鱼[曼氏无针乌贼]","Cuttlefish","鱼虾蟹贝类","69","食物成分表2009","中国","347","15.2","0.9","0.3",\N,"0.1","0.3","226","3.4",\N,\N,\N,\N,\N,"166",\N,\N,"1.49",\N,"0.02","0.04",\N,\N,\N,"1.8",\N,\N,\N,\N,"165","400","39","15","1","1.34",\N,"37.5","0.69",\N,"0.1",\N,\N,\N,\N,\N,\N,\N,"83","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1332"
"2359","2025-04-14 23:28:07","沙丁鱼（油浸）","Sardine（Oil immersed）","鱼虾蟹贝类","82","食物成分表2004","中国","918","23.3","14.1",\N,\N,\N,\N,"65","0",\N,\N,"0",\N,\N,"450","7",\N,\N,\N,"0.01","0.29","0.18","15",\N,"6.9","8",\N,"5",\N,"520","410","46","500","2.3","2.2","23","49","0.11",\N,"0.19",\N,\N,\N,\N,\N,\N,\N,"220","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/1094"
"2360","2025-04-14 23:28:12","赤眼鳟[金目鱼]","Squaliobarbus curriculus（goldeye）","鱼虾蟹贝类","59","食物成分表2009","上海","456","18.1","4.1",\N,\N,\N,\N,"76","0",\N,\N,\N,\N,\N,"87","12",\N,"1.7",\N,"0.02","0.08",\N,\N,\N,"4.7",\N,\N,\N,\N,"186","291","2","59","6.4","0.56",\N,"78.8","0.02",\N,"0.65",\N,\N,\N,\N,\N,\N,\N,"109","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/904"
"2361","2025-04-14 23:28:17","黄鳝丝","Finless eel slice","鱼虾蟹贝类","88","食物成分表2009","上海","289","15.4","0.8","0.1",\N,"0.2","0.2","77","0",\N,\N,\N,\N,\N,"131",\N,\N,"1.1",\N,"0.04","2.08",\N,\N,\N,"1.8",\N,\N,\N,\N,"81","278",\N,"57","2.8","1.82",\N,"36.4","0.02",\N,"8.25",\N,\N,\N,\N,\N,\N,\N,"69","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/920"
"2362","2025-04-14 23:28:22","赤鱼（熟，干煮）","Fish, catfish, channel, farmed, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","602","18.4","7.2","1.6",\N,"1.4","3.1","66","0",\N,\N,"0",\N,\N,"119","1","0.3","0.97","2.5","0.02","0.1","0.18","2.78","0","2.55","12",\N,\N,\N,"247","366","23","9","0.3","0.58",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"144","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2435"
"2363","2025-04-14 23:28:27","三文鱼（大西洋品种，生）","Fish, salmon, Atlantic, farmed, raw","鱼虾蟹贝类","100","美国营养素实验室","美国","870","20.4","13.4","3",\N,"3.9","3.8","55","0",\N,\N,"0",\N,\N,"59",\N,\N,"3.55","0.5","0.21","0.16","0.64","3.23","3.9","8.67","26",\N,\N,\N,"240","363","27","9","0.3","0.36",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"208","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2437"
"2364","2025-04-14 23:28:32","竹荚鱼（熟，干煮）","Fish, bluefish, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","665","25.7","5.4","1.2",\N,"1.4","2.3","76","0",\N,\N,"0",\N,\N,"77","138",\N,\N,\N,"0.07","0.1","0.46","6.22","0","7.25","2",\N,\N,\N,"291","477","42","9","0.6","1.04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"159","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2350"
"2365","2025-04-14 23:28:37","江鳕（熟，干煮）","Fish, burbot, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","481","24.8","1","0.2",\N,"0.4","0.2","77","0",\N,\N,"0",\N,\N,"124","5",\N,\N,\N,"0.43","0.17","0.35","0.92","0","1.97","1",\N,\N,\N,"256","518","41","64","1.1","0.97",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"115","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2352"
"2366","2025-04-14 23:28:42","白鲳（熟，干煮）","Fish, butterfish, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","782","22.1","10.3",\N,\N,\N,\N,"83","0",\N,\N,"0",\N,\N,"114","33",\N,\N,\N,"0.15","0.19","0.35","1.83","0","5.77","17",\N,\N,\N,"308","481","32","28","0.6","0.99",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"187","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2354"
"2367","2025-04-14 23:28:47","鳕鱼（太平洋品种，熟，干煮）","Fish, cod, Pacific, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","356","18.7","0.5","0.1",\N,"0.2","0.1","57","0",\N,\N,"0",\N,\N,"372","2","0.6","0.67","0","0.04","0.05","0.14","2.31","0","1.34","8",\N,\N,\N,"345","289","24","10","0.2","0.39",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"85","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2356"
"2368","2025-04-14 23:28:52","单鳍鳕（熟，干煮）","Fish, cusk, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","469","24.4","0.9",\N,\N,\N,\N,"53","0",\N,\N,"0",\N,\N,"40","21",\N,\N,\N,"0.05","0.16","0.45","1.2","0","3.27","2",\N,\N,\N,"262","503","40","13","1.1","0.49",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"112","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2357"
"2369","2025-04-14 23:28:57","牛头鱼（熟，干煮）","Fish, dolphinfish, cooked, dry heat","鱼虾蟹贝类","100","美国营养素实验室","美国","456","23.7","0.9","0.2",\N,"0.2","0.2","94","0",\N,\N,"0",\N,\N,"113","62",\N,\N,\N,"0.02","0.09","0.46","0.69","0","7.43","6",\N,\N,\N,"183","533","38","19","1.5","0.59",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"109","https://www.eshian.com/sat/yyss/detail/LXMjAyNS0wNC0xNA==\
/2359"
